WKT;WKT_2;ID;CO_FRAC_RA;COMUNA;FRACCION;RADIO;TOTAL_POB;T_VARON;T_MUJER;I_MASCULINIDAD;T_VIVIENDA;V_PARTICUL;V_PARTICUL_POR;V_COLECTIV;V_COLECTIV_POR;T_HOGAR;H_CON_NBI;H_CON_NBI_POR;H_SIN_NBI;H_SIN_NBI_POR
MULTIPOLYGON (((-58.48988602481009 -34.607839480532157,-58.489752699747768 -34.607764929940373,-58.488616078238948 -34.607119448489385,-58.487627449045476 -34.608270823889328,-58.48872232758437 -34.608871110402923,-58.488885470739525 -34.608962064766182,-58.489389540147293 -34.608396512149596,-58.490651416416732 -34.609102945783945,-58.491055860835573 -34.608664526447413,-58.49116041995952 -34.60855203316428,-58.491866782577524 -34.607791767833284,-58.491991177955477 -34.607657648559965,-58.491835614952507 -34.607567612047227,-58.490707155560351 -34.606918274725992,-58.48988602481009 -34.607839480532157)));;516;11_13_10;COMUNA 11;13;10;656;300;356;84,27%;292;292;100,00%;0;0,00%;250;1;0,40%;249;99,60%
MULTIPOLYGON (((-58.488885470739525 -34.608962064766182,-58.48872232758437 -34.608871110402923,-58.487627449045476 -34.608270823889328,-58.486887683526284 -34.609132413014258,-58.486473176538134 -34.60961511786909,-58.487821218222024 -34.609941479462542,-58.487983663298685 -34.609973841461183,-58.488157267528415 -34.610008313668949,-58.488654323809975 -34.610136030529858,-58.488897307815343 -34.610309717356742,-58.489142167216762 -34.6104848117903,-58.489274482529247 -34.610586336052513,-58.48971615239536 -34.610110728685001,-58.490135678746526 -34.609658928355231,-58.490549836335141 -34.609213043486776,-58.490651416416732 -34.609102945783945,-58.489389540147293 -34.608396512149596,-58.488885470739525 -34.608962064766182)));;517;11_13_11;COMUNA 11;13;11;846;394;452;87,17%;399;399;100,00%;0;0,00%;336;4;1,19%;332;98,81%
MULTIPOLYGON (((-58.49380684622971 -34.601743075282549,-58.493116565616063 -34.601696938236586,-58.492788053673785 -34.602138163201246,-58.494121099024738 -34.602929336063397,-58.495327063404147 -34.603645032496814,-58.495473763961094 -34.603732531691008,-58.495992697065724 -34.60304109751219,-58.494640634116834 -34.602236780583567,-58.49380684622971 -34.601743075282549)));;518;11_13_2;COMUNA 11;13;2;819;360;459;78,43%;454;454;100,00%;0;0,00%;387;22;5,68%;365;94,32%
MULTIPOLYGON (((-58.491780997249855 -34.601540123753203,-58.491744564836083 -34.601517811196182,-58.49132020421893 -34.601490960451059,-58.490740939433124 -34.602265979592836,-58.492102500417118 -34.603058787719263,-58.493439893178746 -34.60383750159594,-58.494121099024738 -34.602929336063397,-58.492788053673785 -34.602138163201246,-58.491780997249855 -34.601540123753203)));;519;11_13_3;COMUNA 11;13;3;717;297;420;70,71%;409;409;100,00%;0;0,00%;321;2;0,62%;319;99,38%
MULTIPOLYGON (((-58.493439893178746 -34.60383750159594,-58.492669740918544 -34.604715472672801,-58.494008272195323 -34.60549256004056,-58.494797757160718 -34.604628519729928,-58.495383103016373 -34.603853335206253,-58.495473763961094 -34.603732531691008,-58.495327063404147 -34.603645032496814,-58.494121099024738 -34.602929336063397,-58.493439893178746 -34.60383750159594)));;520;11_13_4;COMUNA 11;13;4;763;335;428;78,27%;447;447;100,00%;0;0,00%;345;7;2,03%;338;97,97%
MULTIPOLYGON (((-58.493439893178746 -34.60383750159594,-58.492102500417118 -34.603058787719263,-58.490740939433124 -34.602265979592836,-58.489999653390477 -34.603165336669008,-58.491341968435201 -34.603944635831745,-58.492669740918544 -34.604715472672801,-58.493439893178746 -34.60383750159594)));;521;11_13_5;COMUNA 11;13;5;892;378;514;73,54%;449;449;100,00%;0;0,00%;393;6;1,53%;387;98,47%
MULTIPOLYGON (((-58.491851208222954 -34.605635212459461,-58.49079391642244 -34.606820856792339,-58.490707155560351 -34.606918274725992,-58.491835614952507 -34.607567612047227,-58.491991177955477 -34.607657648559965,-58.493026768621924 -34.606540452665257,-58.493161548021234 -34.606396540493741,-58.494008272195323 -34.60549256004056,-58.492669740918544 -34.604715472672801,-58.491341968435201 -34.603944635831745,-58.489999653390477 -34.603165336669008,-58.489223954987914 -34.604106458733661,-58.490543703243382 -34.604874433006096,-58.491851208222954 -34.605635212459461)));;522;11_13_6;COMUNA 11;13;6;955;384;571;67,25%;436;433;99,31%;3;0,69%;373;2;0,54%;371;99,46%
MULTIPOLYGON (((-58.489426817280048 -34.606175294793466,-58.488616078238948 -34.607119448489385,-58.489752699747768 -34.607764929940373,-58.48988602481009 -34.607839480532157,-58.490707155560351 -34.606918274725992,-58.49079391642244 -34.606820856792339,-58.491851208222954 -34.605635212459461,-58.490543703243382 -34.604874433006096,-58.489426817280048 -34.606175294793466)));;523;11_13_7;COMUNA 11;13;7;813;344;469;73,35%;356;355;99,72%;1;0,28%;299;1;0,33%;298;99,67%
MULTIPOLYGON (((-58.490543703243382 -34.604874433006096,-58.489223954987914 -34.604106458733661,-58.488219973845275 -34.605324535467865,-58.488136534469312 -34.605425753862292,-58.487337294451557 -34.606396165365595,-58.488475173169903 -34.607039475365362,-58.488616078238948 -34.607119448489385,-58.489426817280048 -34.606175294793466,-58.490543703243382 -34.604874433006096)));;524;11_13_8;COMUNA 11;13;8;712;327;385;84,94%;344;344;100,00%;0;0,00%;281;0;0,00%;281;100,00%
MULTIPOLYGON (((-58.488616078238948 -34.607119448489385,-58.488475173169903 -34.607039475365362,-58.487337294451557 -34.606396165365595,-58.486364251862391 -34.607577458207551,-58.48575689515993 -34.608314784880832,-58.485645862090024 -34.608450867177602,-58.484993194900099 -34.609250806397561,-58.485163476469239 -34.609292748540398,-58.485381801748275 -34.609346653794532,-58.485736506382928 -34.609434196193199,-58.486086782209568 -34.609520682031423,-58.486282620102521 -34.609569026394986,-58.486473176538134 -34.60961511786909,-58.486887683526284 -34.609132413014258,-58.487627449045476 -34.608270823889328,-58.488616078238948 -34.607119448489385)));;525;11_13_9;COMUNA 11;13;9;994;464;530;87,55%;460;460;100,00%;0;0,00%;371;23;6,20%;348;93,80%
MULTIPOLYGON (((-58.496941995781881 -34.608590901134569,-58.49677287655107 -34.608486155883696,-58.496240057479788 -34.608181573958746,-58.495978589876891 -34.608029879383359,-58.495075584287669 -34.609218264745202,-58.494973935904127 -34.609357240446691,-58.495161111845249 -34.609460645296146,-58.495853588261376 -34.609838360285501,-58.496015378674251 -34.609930432267326,-58.497069393605905 -34.610592276811751,-58.497283071074499 -34.610708769984733,-58.497166264466976 -34.610852188555612,-58.496674854969299 -34.611455446966779,-58.496563409500659 -34.611591187114897,-58.497533077625661 -34.612149666815334,-58.498158512533585 -34.611438474887457,-58.498299756709621 -34.611275963050183,-58.498443895053732 -34.611110210642657,-58.499351372059856 -34.610080396744593,-58.49920831983691 -34.609994943545274,-58.498515207199404 -34.609562527479845,-58.498310385603702 -34.609437019442424,-58.498131380221075 -34.609327349216734,-58.496941995781881 -34.608590901134569)));;526;11_14_1;COMUNA 11;14;1;972;451;521;86,56%;421;421;100,00%;0;0,00%;364;3;0,82%;361;99,18%
MULTIPOLYGON (((-58.49394302744939 -34.606852838744572,-58.493788230314678 -34.606762522812957,-58.49334641646098 -34.606502977037735,-58.493161548021234 -34.606396540493741,-58.493026768621924 -34.606540452665257,-58.491991177955477 -34.607657648559965,-58.492161224230053 -34.607756132393746,-58.492682441899966 -34.608061298410114,-58.492814237458873 -34.608137465951707,-58.493590958654153 -34.608586372858589,-58.493763478034104 -34.608682670637961,-58.494829613934314 -34.609277486872394,-58.494973935904127 -34.609357240446691,-58.495075584287669 -34.609218264745202,-58.495978589876891 -34.608029879383359,-58.495752223958306 -34.607898598030395,-58.495055836512051 -34.607496375427367,-58.494890303111809 -34.607401626966642,-58.494740871871301 -34.607316170171721,-58.494097739690858 -34.606943013649918,-58.49394302744939 -34.606852838744572)));;527;11_14_2;COMUNA 11;14;2;819;384;435;88,28%;414;414;100,00%;0;0,00%;332;2;0,60%;330;99,40%
MULTIPOLYGON (((-58.493063148775633 -34.609610909251181,-58.493212155387454 -34.609693269468934,-58.49371225597497 -34.609974843849749,-58.493828037834142 -34.610040028022517,-58.494277108020867 -34.610288724552099,-58.494456617562626 -34.610388118218793,-58.495271022390462 -34.610848695008961,-58.495449427569312 -34.610949566427081,-58.496563409500659 -34.611591187114897,-58.496674854969299 -34.611455446966779,-58.497166264466976 -34.610852188555612,-58.497283071074499 -34.610708769984733,-58.497069393605905 -34.610592276811751,-58.496015378674251 -34.609930432267326,-58.495853588261376 -34.609838360285501,-58.495161111845249 -34.609460645296146,-58.494973935904127 -34.609357240446691,-58.494829613934314 -34.609277486872394,-58.493763478034104 -34.608682670637961,-58.493590958654153 -34.608586372858589,-58.492814237458873 -34.608137465951707,-58.492682441899966 -34.608061298410114,-58.492161224230053 -34.607756132393746,-58.491991177955477 -34.607657648559965,-58.491866782577524 -34.607791767833284,-58.49116041995952 -34.60855203316428,-58.491328506457762 -34.608646011392601,-58.492023944535113 -34.60903670570373,-58.492186495517807 -34.609128078342628,-58.492492342839398 -34.609295334142089,-58.492608974328078 -34.609359815020817,-58.493063148775633 -34.609610909251181)));;528;11_14_3;COMUNA 11;14;3;1008;490;518;94,59%;413;413;100,00%;0;0,00%;365;1;0,27%;364;99,73%
MULTIPOLYGON (((-58.494907820031983 -34.611296061265634,-58.494664831565963 -34.611595361418544,-58.494349131305071 -34.611984331102029,-58.49455735738961 -34.612101886812724,-58.495484164141203 -34.612640674913827,-58.495631135486313 -34.612726272234838,-58.495818577643895 -34.612835450800958,-58.496148305603292 -34.613024945168384,-58.496368210294754 -34.61315136812442,-58.496560425897577 -34.613263854203836,-58.497404089923315 -34.612296328611841,-58.497533077625661 -34.612149666815334,-58.496563409500659 -34.611591187114897,-58.495449427569312 -34.610949566427081,-58.495271022390462 -34.610848695008961,-58.494907820031983 -34.611296061265634)));;529;11_14_4;COMUNA 11;14;4;699;334;365;91,51%;335;335;100,00%;0;0,00%;279;0;0,00%;279;100,00%
MULTIPOLYGON (((-58.492023944535113 -34.60903670570373,-58.491328506457762 -34.608646011392601,-58.49116041995952 -34.60855203316428,-58.491055860835573 -34.608664526447413,-58.490651416416732 -34.609102945783945,-58.490549836335141 -34.609213043486776,-58.490135678746526 -34.609658928355231,-58.48971615239536 -34.610110728685001,-58.490632674309033 -34.610619836711763,-58.491040439457713 -34.610155852456423,-58.491683917280902 -34.610511207259009,-58.492184867695237 -34.61078792832852,-58.492732679503014 -34.611090481814536,-58.49339534112265 -34.611456386573508,-58.493606801127576 -34.611573238852813,-58.494147721698937 -34.611870646656904,-58.494349131305071 -34.611984331102029,-58.494664831565963 -34.611595361418544,-58.494907820031983 -34.611296061265634,-58.495271022390462 -34.610848695008961,-58.494456617562626 -34.610388118218793,-58.494277108020867 -34.610288724552099,-58.493828037834142 -34.610040028022517,-58.49371225597497 -34.609974843849749,-58.493212155387454 -34.609693269468934,-58.493063148775633 -34.609610909251181,-58.492608974328078 -34.609359815020817,-58.492492342839398 -34.609295334142089,-58.492186495517807 -34.609128078342628,-58.492023944535113 -34.60903670570373)));;530;11_14_5;COMUNA 11;14;5;970;420;550;76,36%;404;403;99,75%;1;0,25%;328;3;0,91%;325;99,09%
MULTIPOLYGON (((-58.491683917280902 -34.610511207259009,-58.491040439457713 -34.610155852456423,-58.490632674309033 -34.610619836711763,-58.48971615239536 -34.610110728685001,-58.489274482529247 -34.610586336052513,-58.490103313640859 -34.611222232271693,-58.490254460806703 -34.611338188372876,-58.490679871914566 -34.611660356809878,-58.490731504240259 -34.611699430887072,-58.491229341242068 -34.612076371448673,-58.491699491625205 -34.612432329862052,-58.492265415552573 -34.612860801106791,-58.493044806990071 -34.61351232343182,-58.493305176824769 -34.613193655340396,-58.493777135537158 -34.612646966964107,-58.494349131305071 -34.611984331102029,-58.494147721698937 -34.611870646656904,-58.493606801127576 -34.611573238852813,-58.49339534112265 -34.611456386573508,-58.492732679503014 -34.611090481814536,-58.492184867695237 -34.61078792832852,-58.491683917280902 -34.610511207259009)));;531;11_14_6;COMUNA 11;14;6;1045;476;569;83,66%;487;487;100,00%;0;0,00%;409;5;1,22%;404;98,78%
MULTIPOLYGON (((-58.494349131305071 -34.611984331102029,-58.493777135537158 -34.612646966964107,-58.493305176824769 -34.613193655340396,-58.493044806990071 -34.61351232343182,-58.493315858437136 -34.613750010765138,-58.493438475448173 -34.61385758944391,-58.494056333111992 -34.614389141476913,-58.494609778686453 -34.614865212249654,-58.494785655369235 -34.615016016597579,-58.495573016670065 -34.614391066256644,-58.496439694107067 -34.613402343354451,-58.496560425897577 -34.613263854203836,-58.496368210294754 -34.61315136812442,-58.496148305603292 -34.613024945168384,-58.495818577643895 -34.612835450800958,-58.495631135486313 -34.612726272234838,-58.495484164141203 -34.612640674913827,-58.49455735738961 -34.612101886812724,-58.494349131305071 -34.611984331102029)));;532;11_14_7;COMUNA 11;14;7;1649;735;914;80,42%;797;797;100,00%;0;0,00%;696;2;0,29%;694;99,71%
MULTIPOLYGON (((-58.491905467524873 -34.616104314182181,-58.49203890661223 -34.616217455212933,-58.492636406118862 -34.616728314161804,-58.493710018254831 -34.615868649174637,-58.49382932605257 -34.615773122422922,-58.494785655369235 -34.615016016597579,-58.494609778686453 -34.614865212249654,-58.494056333111992 -34.614389141476913,-58.493438475448173 -34.61385758944391,-58.493315858437136 -34.613750010765138,-58.493044806990071 -34.61351232343182,-58.492265415552573 -34.612860801106791,-58.491205977129383 -34.613748690942707,-58.492231793609847 -34.614614323160964,-58.491699375862346 -34.6150388322989,-58.491157755314582 -34.615470665437833,-58.491905467524873 -34.616104314182181)));;533;11_15_1;COMUNA 11;15;1;990;477;513;92,98%;437;437;100,00%;0;0,00%;349;5;1,43%;344;98,57%
MULTIPOLYGON (((-58.484779549770295 -34.61175150014634,-58.486038443655239 -34.612412205331353,-58.486264774162912 -34.612127433178863,-58.486452955940372 -34.611890486667264,-58.486639604032298 -34.611655723335453,-58.486837831264502 -34.611406168147589,-58.485565833851439 -34.610764488336244,-58.485226263032871 -34.610593277636497,-58.484927840524747 -34.610442693054978,-58.484626948594475 -34.610290910956472,-58.484291896662072 -34.610121880008485,-58.484002933558941 -34.609976080385998,-58.483748132324003 -34.609847528341241,-58.483494268957472 -34.609719468577502,-58.483384886454367 -34.609664273875339,-58.482979218232458 -34.609459123166914,-58.482597734762265 -34.609935682355385,-58.482487120773982 -34.610073874427961,-58.482221441758718 -34.610407591426664,-58.482726020310622 -34.61067364614842,-58.482977501358953 -34.610805722117533,-58.483228216467296 -34.610937304718405,-58.483515564366563 -34.611088036185407,-58.484150238085356 -34.611421177842992,-58.484779549770295 -34.61175150014634)));;534;11_15_10;COMUNA 11;15;10;917;409;508;80,51%;360;360;100,00%;0;0,00%;331;3;0,91%;328;99,09%
MULTIPOLYGON (((-58.486038443655239 -34.612412205331353,-58.484779549770295 -34.61175150014634,-58.484150238085356 -34.611421177842992,-58.483515564366563 -34.611088036185407,-58.483114661610841 -34.611589741936164,-58.482713584245815 -34.612093840811021,-58.48381605351571 -34.612673394327722,-58.483977749064813 -34.612758017189101,-58.485252150330716 -34.613401755227073,-58.486501962456082 -34.614076894262347,-58.487297528469504 -34.613075010164444,-58.488107891110161 -34.612054454987764,-58.487470302987965 -34.61172922215993,-58.486837831264502 -34.611406168147589,-58.486639604032298 -34.611655723335453,-58.486452955940372 -34.611890486667264,-58.486264774162912 -34.612127433178863,-58.486038443655239 -34.612412205331353)));;535;11_15_11;COMUNA 11;15;11;1057;519;538;96,47%;429;429;100,00%;0;0,00%;434;50;11,52%;384;88,48%
MULTIPOLYGON (((-58.491205977129383 -34.613748690942707,-58.490672367523331 -34.614174393163545,-58.490135175725342 -34.614602981255345,-58.48917872560969 -34.615366036843206,-58.489061542041263 -34.615459586693959,-58.490083098802693 -34.616327420833507,-58.490828340868994 -34.616963189396124,-58.491561749877647 -34.617588744507813,-58.492636406118862 -34.616728314161804,-58.49203890661223 -34.616217455212933,-58.491905467524873 -34.616104314182181,-58.491157755314582 -34.615470665437833,-58.491699375862346 -34.6150388322989,-58.492231793609847 -34.614614323160964,-58.491205977129383 -34.613748690942707)));;536;11_15_2;COMUNA 11;15;2;914;453;461;98,26%;371;371;100,00%;0;0,00%;324;13;4,01%;311;95,99%
MULTIPOLYGON (((-58.490679871914566 -34.611660356809878,-58.490254460806703 -34.611338188372876,-58.490103313640859 -34.611222232271693,-58.489628729956735 -34.611866938881782,-58.48908021624478 -34.612557365469819,-58.489538997607916 -34.612809457640694,-58.489695248728346 -34.612897524947819,-58.488965617657286 -34.613814337037709,-58.488877233276781 -34.613925627649351,-58.488080060232583 -34.614929423717271,-58.488696040836423 -34.615262122843689,-58.489061542041263 -34.615459586693959,-58.48917872560969 -34.615366036843206,-58.490135175725342 -34.614602981255345,-58.490672367523331 -34.614174393163545,-58.491205977129383 -34.613748690942707,-58.492265415552573 -34.612860801106791,-58.491699491625205 -34.612432329862052,-58.491229341242068 -34.612076371448673,-58.490731504240259 -34.611699430887072,-58.490679871914566 -34.611660356809878)));;537;11_15_3;COMUNA 11;15;3;1025;469;556;84,35%;416;416;100,00%;0;0,00%;368;5;1,36%;363;98,64%
